asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at
800-004-477-000,800004477000,2235 HILLTOP DR,2025,0,1106,CU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800004477000/2025/0000,shasta,2026-07-01T05:27:32.691305
800-007-421-000,800007421000,3517 HUMBUG DR,2025,0,1106,CU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800007421000/2025/0000,shasta,2026-07-01T05:27:32.691305
800-008-960-000,800008960000,2205 HILLTOP DR ##135,2025,0,1106,DU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008960000/2025/0000,shasta,2026-07-01T05:27:32.691305
800-010-618-000,800010618000,2209 HILLTOP DR,2025,0,1106,CU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800010618000/2025/0000,shasta,2026-07-01T05:27:32.691305
800-011-802-000,800011802000,2231 HILLTOP DR,2025,0,1106,CU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011802000/2025/0000,shasta,2026-07-01T05:27:32.691305
830-005-844-000,830005844000,,2025,0,1106,DU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830005844000/2025/0000,shasta,2026-07-01T05:27:32.691305
830-010-313-000,830010313000,2205 HILLTOP DR #APT 301,2025,0,1106,CU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830010313000/2025/0000,shasta,2026-07-01T05:27:32.691305
830-022-524-000,830022524000,2205 HILLTOP DR #146,2025,0,1106,DU,107-200-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830022524000/2025/0000,shasta,2026-07-01T05:27:32.691305
107-200-042-000,107200042000,2200 CHURN CREEK RD,2025,0,1106,CS,107-200-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107200042000/2025/0000,shasta,2026-07-01T05:27:32.691305
800-006-430-000,800006430000,2200 CHURN CREEK RD,2025,0,1106,DU,107-200-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800006430000/2025/0000,shasta,2026-07-01T05:27:32.691305
107-200-043-000,107200043000,2236 CHURN CREEK RD,2025,0,1106,CS,107-200-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107200043000/2025/0000,shasta,2026-07-01T05:27:32.691305
800-002-370-000,800002370000,2236 CHURN CREEK RD,2025,0,1106,CU,107-200-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800002370000/2025/0000,shasta,2026-07-01T05:27:32.691305
107-200-044-000,107200044000,,2025,0,1106,CS,107-200-044-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107200044000/2025/0000,shasta,2026-07-01T05:27:32.691305
107-200-045-000,107200045000,2215 LARKSPUR LN,2025,0,1106,CS,107-200-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107200045000/2025/0000,shasta,2026-07-01T05:27:32.691305
107-250-001-000,107250001000,1132 PALISADES AVE,2025,0,1269,CS,107-250-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250001000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-002-000,107250002000,1146 PALISADES AVE,2025,0,1269,CS,107-250-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250002000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-003-000,107250003000,1148 PALISADES AVE,2025,0,1269,CS,107-250-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250003000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-007-000,107250007000,1214 PALISADES AVE,2025,0,1269,CS,107-250-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250007000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-009-000,107250009000,,2025,0,1265,CS,107-250-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250009000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-022-000,107250022000,1180 PALISADES AVE,2025,0,1269,CS,107-250-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250022000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-023-000,107250023000,1200 PALISADES AVE,2025,0,1269,CS,107-250-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250023000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-027-000,107250027000,1230 PALISADES AVE,2025,0,1269,CS,107-250-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250027000/2025/0000,shasta,2026-07-01T05:27:33.609676
995-064-504-000,995064504000,1230 PALISADES AVE,2025,0,1269,SS,107-250-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995064504000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-031-000,107250031000,1250 HILLTOP DR,2025,0,1108,CS,107-250-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250031000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-032-000,107250032000,,2025,0,1108,CS,107-250-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250032000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-034-000,107250034000,1158 PALISADES AVE,2025,0,1269,CS,107-250-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250034000/2025/0000,shasta,2026-07-01T05:27:33.609676
107-250-045-000,107250045000,1140 HILLTOP DR,2025,0,1108,CS,107-250-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250045000/2025/0000,shasta,2026-07-01T05:27:33.610703
800-000-427-000,800000427000,1140 HILLTOP DR,2025,0,1108,CU,107-250-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800000427000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-250-049-000,107250049000,1120 HILLTOP DR,2025,0,1108,CS,107-250-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250049000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-250-050-000,107250050000,,2025,0,1108,CS,107-250-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250050000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-250-051-000,107250051000,1160 HILLTOP DR,2025,0,1108,CS,107-250-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250051000/2025/0000,shasta,2026-07-01T05:27:33.610703
800-004-708-000,800004708000,1160 HILLTOP DR,2025,0,1108,CU,107-250-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800004708000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-250-052-000,107250052000,,2025,0,1108,CS,107-250-052-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250052000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-250-053-000,107250053000,,2025,0,1108,CS,107-250-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250053000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-250-054-000,107250054000,1150 PALISADES AVE,2025,0,1269,CS,107-250-054-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107250054000/2025/0000,shasta,2026-07-01T05:27:33.610703
107-300-008-000,107300008000,1642 CANBY RD,2025,0,1108,CS,107-300-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300008000/2025/0000,shasta,2026-07-01T05:27:34.596450
107-300-018-000,107300018000,1710 CANBY RD,2025,0,1108,CS,107-300-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300018000/2025/0000,shasta,2026-07-01T05:27:34.596450
107-300-025-000,107300025000,1643 HILLTOP DR,2025,0,1108,CS,107-300-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300025000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-026-000,107300026000,1667 HILLTOP DR,2025,0,1108,CS,107-300-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300026000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-001-688-000,800001688000,1667 HILLTOP DR,2025,0,1108,CU,107-300-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800001688000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-012-825-000,800012825000,2788 WILSON AVE,2025,0,1108,CU,107-300-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012825000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-027-000,107300027000,1659 HILLTOP DR,2025,0,1108,CS,107-300-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300027000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-008-908-000,800008908000,1659 HILLTOP DR,2025,0,1108,CU,107-300-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008908000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-028-000,107300028000,1675 HILLTOP DR,2025,0,1108,CS,107-300-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300028000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-003-202-000,800003202000,1675 HILLTOP DR #M,2025,0,1108,CU,107-300-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800003202000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-011-252-000,800011252000,1675 HILLTOP DR #G,2025,0,1108,CU,107-300-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011252000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-012-010-000,800012010000,1675 HILLTOP DR,2025,0,1108,DU,107-300-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012010000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-012-651-000,800012651000,1675 HILLTOP DR #H,2025,0,1108,DU,107-300-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012651000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-012-973-000,800012973000,1675 HILLTOP DR,2025,0,1108,DU,107-300-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012973000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-029-000,107300029000,1691 HILLTOP DR,2025,0,1108,CS,107-300-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300029000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-008-948-000,800008948000,1691 HILLTOP DR,2025,0,1108,DU,107-300-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008948000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-030-000,107300030000,1603 HILLTOP DR,2025,0,1108,CS,107-300-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300030000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-000-384-000,800000384000,1603 HILLTOP DR,2025,0,1108,CU,107-300-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800000384000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-031-000,107300031000,,2025,0,1108,CS,107-300-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300031000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-032-000,107300032000,,2025,0,1108,CS,107-300-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300032000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-033-000,107300033000,1627 HILLTOP DR,2025,0,1108,CS,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300033000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-003-179-000,800003179000,1615 HILLTOP DR #E02,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800003179000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-004-710-000,800004710000,1611 HILLTOP DR #KF18,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800004710000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-005-520-000,800005520000,1635 HILLTOP DR #A-C,2025,0,1108,DU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800005520000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-008-310-000,800008310000,1619 HILLTOP DR #E,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008310000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-009-259-000,800009259000,1619 HILLTOP DR #C,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009259000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-009-553-000,800009553000,1611 HILLTOP DR #K,2025,0,1108,DU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009553000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-009-584-000,800009584000,1627 HILLTOP DR #STE A,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009584000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-010-152-000,800010152000,1619 HILLTOP DR #K,2025,0,1108,DU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800010152000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-010-694-000,800010694000,1619 HILLTOP DR #A,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800010694000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-011-745-000,800011745000,1627 HILLTOP DR #K,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011745000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-011-850-000,800011850000,407 LAKE BLVD,2025,0,1108,DU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011850000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-012-772-000,800012772000,1627 HILLTOP DR #E,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012772000/2025/0000,shasta,2026-07-01T05:27:34.597452
800-013-867-000,800013867000,1627 HILLTOP DR #UNIT D,2025,0,1108,CU,107-300-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013867000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-034-000,107300034000,,2025,0,1108,CS,107-300-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300034000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-036-000,107300036000,1700 CANBY RD,2025,0,1108,CS,107-300-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300036000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-038-000,107300038000,1620 CANBY RD,2025,0,1108,CS,107-300-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300038000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-300-039-000,107300039000,,2025,0,1108,CS,107-300-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107300039000/2025/0000,shasta,2026-07-01T05:27:34.597452
107-350-001-000,107350001000,2876 LARKSPUR LN,2025,0,1106,CS,107-350-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350001000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-002-000,107350002000,2892 LARKSPUR LN,2025,0,1106,CS,107-350-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350002000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-003-000,107350003000,850 PARSONS DR,2025,0,1106,CS,107-350-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350003000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-004-000,107350004000,890 PARSONS DR,2025,0,1106,CS,107-350-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350004000/2025/0000,shasta,2026-07-01T05:27:35.583150
830-016-423-000,830016423000,890 PARSONS DR,2025,0,1106,CU,107-350-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830016423000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-005-000,107350005000,2889 LARKSPUR LN,2025,0,1106,CS,107-350-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350005000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-006-000,107350006000,2893 LARKSPUR LN,2025,0,1106,CS,107-350-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350006000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-007-000,107350007000,2877 LARKSPUR LN,2025,0,1106,CS,107-350-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350007000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-008-000,107350008000,2876 BLUE VIEW ST,2025,0,1106,CS,107-350-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350008000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-009-000,107350009000,2892 BLUE VIEW ST,2025,0,1106,CS,107-350-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350009000/2025/0000,shasta,2026-07-01T05:27:35.583150
107-350-010-000,107350010000,2910 BLUE VIEW ST,2025,0,1106,CS,107-350-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350010000/2025/0000,shasta,2026-07-01T05:27:35.583150
830-018-625-000,830018625000,4778 COLUMBINE DR,2025,0,1106,CU,107-350-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830018625000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-011-000,107350011000,918 PARSONS DR,2025,0,1106,CS,107-350-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350011000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-012-000,107350012000,2919 BLUE VIEW ST,2025,0,1106,CS,107-350-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350012000/2025/0000,shasta,2026-07-01T05:27:35.584149
990-185-448-000,990185448000,2919 BLUE VIEW ST,2025,0,1106,SS,107-350-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990185448000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-013-000,107350013000,952 PARSONS DR,2025,0,1106,CS,107-350-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350013000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-015-000,107350015000,2900 CHURN CREEK RD,2025,0,1106,CS,107-350-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350015000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-007-305-000,800007305000,2900 CHURN CREEK RD,2025,0,1106,CU,107-350-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800007305000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-013-620-000,800013620000,2880 CHURN CREEK RD #STE C,2025,0,1106,CU,107-350-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013620000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-013-794-000,800013794000,2880 CHURN CREEK RD #STE A,2025,0,1106,CU,107-350-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013794000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-013-955-000,800013955000,2880 CHURN CREEK RD #STE B,2025,0,1106,CU,107-350-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013955000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-016-000,107350016000,2881 BLUE VIEW ST,2025,0,1106,CS,107-350-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350016000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-017-000,107350017000,2901 BLUE VIEW ST,2025,0,1106,CS,107-350-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350017000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-018-000,107350018000,2945 NORTHWOODS WAY,2025,0,1106,CS,107-350-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350018000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-022-000,107350022000,901 PARSONS DR,2025,0,1106,CS,107-350-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350022000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-023-000,107350023000,919 PARSONS DR,2025,0,1106,CS,107-350-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350023000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-026-000,107350026000,960 HARTNELL AVE,2025,0,1106,CS,107-350-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350026000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-006-616-000,800006616000,970 HARTNELL AVE,2025,0,1106,CU,107-350-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800006616000/2025/0000,shasta,2026-07-01T05:27:35.584149
990-184-268-000,990184268000,960 HARTNELL AVE,2025,0,1106,SS,107-350-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990184268000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-027-000,107350027000,2998 CHURN CREEK RD,2025,0,1106,CS,107-350-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350027000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-029-000,107350029000,,2025,0,1106,CS,107-350-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350029000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-030-000,107350030000,,2025,0,1106,CS,107-350-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350030000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-031-000,107350031000,,2025,0,1106,CS,107-350-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350031000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-032-000,107350032000,840 HARTNELL AVE,2025,0,1106,CS,107-350-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350032000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-011-746-000,800011746000,1611 OAKDALE CT,2025,0,1106,CU,107-350-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011746000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-013-270-000,800013270000,840 HARTNELL AVE,2025,0,1106,CU,107-350-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013270000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-033-000,107350033000,2914 CHURN CREEK RD,2025,0,1106,CS,107-350-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350033000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-008-140-000,800008140000,2914 CHURN CREEK RD,2025,0,1106,CU,107-350-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008140000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-034-000,107350034000,,2025,0,1106,CS,107-350-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350034000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-037-000,107350037000,2972 CHURN CREEK RD,2025,0,1106,CS,107-350-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350037000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-037-001,107350037001,2972 CHURN CREEK RD,2025,0,1106,CS,107-350-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350037001/2025/0000,shasta,2026-07-01T05:27:35.584149
800-004-983-000,800004983000,2956 CHURN CREEK RD,2025,0,1106,CU,107-350-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800004983000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-009-119-000,800009119000,2948 CHURN CREEK RD,2025,0,1106,CU,107-350-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009119000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-011-450-000,800011450000,2964 CHURN CREEK RD,2025,0,1106,CU,107-350-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011450000/2025/0000,shasta,2026-07-01T05:27:35.584149
990-180-395-000,990180395000,2972 CHURN CREEK RD,2025,0,1106,SS,107-350-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180395000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-038-000,107350038000,2990 CHURN CREEK RD,2025,0,1106,CS,107-350-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350038000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-003-064-000,800003064000,2990 CHURN CREEK RD,2025,0,1106,CU,107-350-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800003064000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-009-548-000,800009548000,2940 CHURN CREEK RD,2025,0,1106,CU,107-350-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009548000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-009-798-000,800009798000,2928 CHURN CREEK RD,2025,0,1106,DU,107-350-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009798000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-010-661-000,800010661000,2990 CHURN CREEK RD,2025,0,1106,CU,107-350-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800010661000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-011-306-000,800011306000,2920 CHURN CREEK RD,2025,0,1106,CU,107-350-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011306000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-039-000,107350039000,942 HARTNELL AVE,2025,0,1106,CS,107-350-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350039000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-000-338-000,800000338000,942 HARTNELL AVE,2025,0,1106,CU,107-350-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800000338000/2025/0000,shasta,2026-07-01T05:27:35.584149
800-014-258-000,800014258000,918 HARTNELL AVE,2025,0,1106,CU,107-350-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800014258000/2025/0000,shasta,2026-07-01T05:27:35.584149
107-350-040-000,107350040000,910 HARTNELL AVE,2025,0,1106,CS,107-350-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350040000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-350-040-001,107350040001,910 HARTNELL AVE,2025,0,1106,CS,107-350-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350040001/2025/0000,shasta,2026-07-01T05:27:35.585141
800-006-259-000,800006259000,1690 CALIFORNIA ST,2025,0,1106,CU,107-350-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800006259000/2025/0000,shasta,2026-07-01T05:27:35.585141
800-011-034-000,800011034000,916 HARTNELL AVE,2025,0,1106,DU,107-350-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011034000/2025/0000,shasta,2026-07-01T05:27:35.585141
800-011-751-000,800011751000,908 HARTNELL AVE,2025,0,1106,DU,107-350-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011751000/2025/0000,shasta,2026-07-01T05:27:35.585141
990-180-398-000,990180398000,910 HARTNELL AVE,2025,0,1106,SS,107-350-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180398000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-350-043-000,107350043000,,2025,0,1106,CS,107-350-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350043000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-350-045-000,107350045000,,2025,0,1106,CS,107-350-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350045000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-350-047-000,107350047000,873 PARSONS DR,2025,0,1106,CS,107-350-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350047000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-350-049-000,107350049000,900 HARTNELL AVE,2025,0,1106,CS,107-350-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350049000/2025/0000,shasta,2026-07-01T05:27:35.585141
800-014-267-000,800014267000,900 HARTNELL AVE,2025,0,1106,CU,107-350-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800014267000/2025/0000,shasta,2026-07-01T05:27:35.585141
