asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at
005-100-073-000,5100073000,1865 ASHBY RD,2025,0,3026,CS,005-100-073-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100073000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-074-000,5100074000,1875 ASHBY RD,2025,0,3026,CS,005-100-074-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100074000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-075-000,5100075000,1885 ASHBY RD,2025,0,3026,CS,005-100-075-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100075000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-076-000,5100076000,1895 ASHBY RD,2025,0,3026,CS,005-100-076-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100076000/2025/0000,shasta,2026-07-01T05:02:42.035888
830-009-139-000,830009139000,1895 ASHBY RD,2025,0,3026,DU,005-100-076-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830009139000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-077-000,5100077000,,2025,0,3026,CS,005-100-077-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100077000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-078-000,5100078000,,2025,0,3026,CS,005-100-078-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100078000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-079-000,5100079000,1721 LASSEN AVE,2025,0,3026,CS,005-100-079-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100079000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-080-000,5100080000,4061 LA MESA AVE,2025,0,3026,CS,005-100-080-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100080000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-081-000,5100081000,4059 LA MESA AVE,2025,0,3026,CS,005-100-081-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100081000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-082-000,5100082000,4057 FORT PECK ST,2025,0,3026,CS,005-100-082-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100082000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-084-000,5100084000,4053 FORT PECK ST,2025,0,3026,CS,005-100-084-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100084000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-085-000,5100085000,1755 LASSEN AVE,2025,0,3026,CS,005-100-085-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100085000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-086-000,5100086000,4070 MEADE ST,2025,0,3026,CS,005-100-086-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100086000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-087-000,5100087000,4076 MEADE ST,2025,0,3026,CS,005-100-087-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100087000/2025/0000,shasta,2026-07-01T05:02:42.035888
990-174-409-000,990174409000,4076 MEADE ST,2025,0,3026,DU,005-100-087-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990174409000/2025/0000,shasta,2026-07-01T05:02:42.035888
995-064-081-000,995064081000,4076 MEADE ST,2025,0,3026,SS,005-100-087-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995064081000/2025/0000,shasta,2026-07-01T05:02:42.035888
996-064-081-000,996064081000,4076 MEADE ST,2025,0,3026,SS,005-100-087-000,https://common2.mptsweb.com/MBC/shasta/tax/main/996064081000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-088-000,5100088000,4073 FORT PECK ST,2025,0,3026,CS,005-100-088-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100088000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-089-000,5100089000,4073 FORT PECK ST,2025,0,3026,CS,005-100-089-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100089000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-090-000,5100090000,4069 LA MESA AVE,2025,0,3026,CS,005-100-090-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100090000/2025/0000,shasta,2026-07-01T05:02:42.035888
990-112-924-000,990112924000,4069 LA MESA AVE,2025,0,3026,DU,005-100-090-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990112924000/2025/0000,shasta,2026-07-01T05:02:42.035888
991-112-924-001,991112924001,4069 LA MESA AVE,2025,0,3026,DU,005-100-090-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991112924001/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-091-000,5100091000,4065 LA MESA AVE,2025,0,3026,CS,005-100-091-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100091000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-100-092-000,5100092000,1754 ASHBY RD,2025,0,3026,CS,005-100-092-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100092000/2025/0000,shasta,2026-07-01T05:02:42.035888
005-250-001-000,5250001000,,2025,0,3026,CS,005-250-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250001000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-002-000,5250002000,,2025,0,3026,CS,005-250-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250002000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-003-000,5250003000,,2025,0,3026,CS,005-250-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250003000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-009-000,5250009000,4645 SHASTA DAM BLVD,2025,0,3026,CS,005-250-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250009000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-014-000,5250014000,4755 SHASTA DAM BLVD,2025,0,3026,CS,005-250-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250014000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-018-000,5250018000,4765 FRONT ST,2025,0,3026,CS,005-250-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250018000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-019-000,5250019000,4757 FRONT ST,2025,0,3026,CS,005-250-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250019000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-020-000,5250020000,4749 FRONT ST,2025,0,3026,CS,005-250-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250020000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-023-000,5250023000,4725 FRONT ST,2025,0,3026,CS,005-250-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250023000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-025-000,5250025000,1525 MEDIAN AVE,2025,0,3026,CS,005-250-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250025000/2025/0000,shasta,2026-07-01T05:02:44.448858
800-009-246-000,800009246000,1525 MEDIAN AVE,2025,0,3026,CU,005-250-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800009246000/2025/0000,shasta,2026-07-01T05:02:44.448858
860-001-758-000,860001758000,,2025,0,3026,CU,005-250-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/860001758000/2025/0000,shasta,2026-07-01T05:02:44.448858
860-001-759-000,860001759000,,2025,0,3026,CU,005-250-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/860001759000/2025/0000,shasta,2026-07-01T05:02:44.448858
860-001-760-000,860001760000,1525 MEDIAN AVE,2025,0,3026,CU,005-250-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/860001760000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-027-000,5250027000,1528 MEDIAN AVE,2025,0,3026,CS,005-250-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250027000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-028-000,5250028000,4539 FRONT ST,2025,0,3026,CS,005-250-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250028000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-029-000,5250029000,4531 FRONT ST,2025,0,3026,CS,005-250-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250029000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-030-000,5250030000,4523 FRONT ST,2025,0,3026,CS,005-250-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250030000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-031-000,5250031000,4517 FRONT ST,2025,0,3026,CS,005-250-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250031000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-032-000,5250032000,1501 MCCONNEL AVE,2025,0,3026,CS,005-250-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250032000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-035-000,5250035000,1515 GRAND RIVER AVE,2025,0,3026,CS,005-250-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250035000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-036-000,5250036000,1501 GRAND RIVER AVE,2025,0,3026,CS,005-250-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250036000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-037-000,5250037000,4724 MAIN ST,2025,0,3026,CS,005-250-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250037000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-039-000,5250039000,4760 MAIN ST,2025,0,3026,CS,005-250-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250039000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-040-000,5250040000,4760 MAIN ST,2025,0,3026,CS,005-250-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250040000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-041-000,5250041000,4792 MAIN ST,2025,0,3026,CS,005-250-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250041000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-049-000,5250049000,4740 MAIN ST,2025,0,3026,CS,005-250-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250049000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-050-000,5250050000,4732 MAIN ST,2025,0,3026,CS,005-250-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250050000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-051-000,5250051000,4735 FRONT ST,2025,0,3026,CS,005-250-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250051000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-053-000,5250053000,1527 GRAND RIVER AVE,2025,0,3026,CS,005-250-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250053000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-054-000,5250054000,1541 GRAND RIVER AVE,2025,0,3026,CS,005-250-054-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250054000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-056-000,5250056000,,2025,0,3026,CS,005-250-056-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250056000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-057-000,5250057000,1544 MEDIAN AVE,2025,0,3026,CS,005-250-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250057000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-058-000,5250058000,,2025,0,3026,CS,005-250-058-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250058000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-060-000,5250060000,,2025,0,3026,CS,005-250-060-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250060000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-061-000,5250061000,4765 SHASTA DAM BLVD,2025,0,3026,CS,005-250-061-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250061000/2025/0000,shasta,2026-07-01T05:02:44.448858
800-014-125-000,800014125000,4775 SHASTA DAM BLVD,2025,0,3026,DU,005-250-061-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800014125000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-062-000,5250062000,,2025,0,3026,CS,005-250-062-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250062000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-065-000,5250065000,,2025,0,3026,CS,005-250-065-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250065000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-066-000,5250066000,,2025,0,3026,CS,005-250-066-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250066000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-067-000,5250067000,4525 SHASTA DAM BLVD,2025,0,3026,CS,005-250-067-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250067000/2025/0000,shasta,2026-07-01T05:02:44.448858
800-002-842-000,800002842000,4525 SHASTA DAM BLVD,2025,0,3026,CU,005-250-067-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800002842000/2025/0000,shasta,2026-07-01T05:02:44.448858
810-001-312-000,810001312000,4525 SHASTA DAM BLVD,2025,0,3026,DU,005-250-067-000,https://common2.mptsweb.com/MBC/shasta/tax/main/810001312000/2025/0000,shasta,2026-07-01T05:02:44.448858
810-001-312-100,810001312100,4525 SHASTA DAM BLVD,2025,0,3026,DU,005-250-067-000,https://common2.mptsweb.com/MBC/shasta/tax/main/810001312100/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-068-000,5250068000,,2025,0,3026,CS,005-250-068-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250068000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-069-000,5250069000,4715 SHASTA DAM BLVD,2025,0,3026,CS,005-250-069-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250069000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-070-000,5250070000,,2025,0,3026,CS,005-250-070-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250070000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-071-000,5250071000,4532 MAIN ST,2025,0,3026,CS,005-250-071-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250071000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-072-000,5250072000,4524 MAIN ST,2025,0,3026,CS,005-250-072-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250072000/2025/0000,shasta,2026-07-01T05:02:44.448858
990-177-411-000,990177411000,4524 MAIN ST,2025,0,3026,SS,005-250-072-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990177411000/2025/0000,shasta,2026-07-01T05:02:44.448858
990-185-158-000,990185158000,4524 MAIN ST,2025,0,3026,SS,005-250-072-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990185158000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-073-000,5250073000,1500 MEDIAN AVE,2025,0,3026,CS,005-250-073-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250073000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-074-000,5250074000,1512 MEDIAN AVE,2025,0,3026,CS,005-250-074-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250074000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-075-000,5250075000,- FRONT ST,2025,0,3026,CS,005-250-075-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250075000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-076-000,5250076000,- SHASTA DAM BLVD,2025,0,3026,CS,005-250-076-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250076000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-078-000,5250078000,4601 SHASTA DAM BLVD,2025,0,3026,CS,005-250-078-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250078000/2025/0000,shasta,2026-07-01T05:02:44.448858
995-064-346-000,995064346000,4601 SHASTA DAM BLVD,2025,0,3026,SS,005-250-078-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995064346000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-250-079-000,5250079000,,2025,0,3026,CS,005-250-079-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005250079000/2025/0000,shasta,2026-07-01T05:02:44.448858
995-065-975-000,995065975000,,2025,0,3026,SS,005-250-079-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995065975000/2025/0000,shasta,2026-07-01T05:02:44.448858
005-400-001-000,5400001000,,2025,0,3011,CS,005-400-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400001000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-002-000,5400002000,,2025,0,3011,CS,005-400-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400002000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-005-000,5400005000,,2025,0,3011,CS,005-400-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400005000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-006-000,5400006000,,2025,0,3011,CS,005-400-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400006000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-007-000,5400007000,,2025,0,3011,CS,005-400-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400007000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-008-000,5400008000,,2025,0,3011,CS,005-400-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400008000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-009-000,5400009000,,2025,0,3011,CS,005-400-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400009000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-010-000,5400010000,,2025,0,3011,CS,005-400-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400010000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-011-000,5400011000,840 FOREST ST,2025,0,3011,CS,005-400-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400011000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-012-000,5400012000,860 FOREST ST,2025,0,3011,CS,005-400-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400012000/2025/0000,shasta,2026-07-01T05:02:46.869421
005-400-013-000,5400013000,864 FOREST ST,2025,0,3011,CS,005-400-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400013000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-015-000,5400015000,968 FOREST ST,2025,0,3026,CS,005-400-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400015000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-017-000,5400017000,964 CENTRAL AVE,2025,0,3026,CS,005-400-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400017000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-019-000,5400019000,,2025,0,3011,CS,005-400-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400019000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-020-000,5400020000,978 FOREST ST,2025,0,3026,CS,005-400-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400020000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-021-000,5400021000,972 FOREST ST,2025,0,3026,CS,005-400-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400021000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-023-000,5400023000,950 CENTRAL AVE,2025,0,3011,CS,005-400-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400023000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-024-000,5400024000,956 CENTRAL AVE,2025,0,3011,CS,005-400-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400024000/2025/0000,shasta,2026-07-01T05:02:46.870419
830-008-947-000,830008947000,956 CENTRAL AVE,2025,0,3011,CU,005-400-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830008947000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-025-000,5400025000,962 CENTRAL AVE,2025,0,3011,CS,005-400-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400025000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-027-000,5400027000,864 FOREST ST,2025,0,3011,CS,005-400-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400027000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-029-000,5400029000,- FOREST ST,2025,0,3011,CS,005-400-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400029000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-030-000,5400030000,940 FOREST ST,2025,0,3011,CS,005-400-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400030000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-031-000,5400031000,880 FOREST ST,2025,0,3011,CS,005-400-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400031000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-033-000,5400033000,886 FOREST ST,2025,0,3011,CS,005-400-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400033000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-034-000,5400034000,892 FOREST DR,2025,0,3011,CS,005-400-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400034000/2025/0000,shasta,2026-07-01T05:02:46.870419
990-179-347-000,990179347000,892 FOREST DR,2025,0,3011,SS,005-400-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179347000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-035-000,5400035000,926 FOREST ST,2025,0,3011,CS,005-400-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400035000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-036-000,5400036000,918 FOREST DR,2025,0,3011,CS,005-400-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400036000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-400-038-000,5400038000,- OAK AVE,2025,0,3011,CS,005-400-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005400038000/2025/0000,shasta,2026-07-01T05:02:46.870419
005-450-001-000,5450001000,,2025,0,3026,CS,005-450-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005450001000/2025/0000,shasta,2026-07-01T05:02:47.663617
810-000-969-000,810000969000,,2025,0,3026,CU,005-450-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/810000969000/2025/0000,shasta,2026-07-01T05:02:47.663617
830-013-757-000,830013757000,,2025,0,3026,CU,005-450-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830013757000/2025/0000,shasta,2026-07-01T05:02:47.663617
