asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at,verified_url,verified_at,v_inst1_status,v_inst1_total_due,v_inst1_paid,v_inst1_balance,v_inst2_status,v_inst2_total_due,v_inst2_paid,v_inst2_balance,v_total_due,v_total_paid,v_total_balance,v_delinquent,v_fetch_error,verified_score,confidence
005-100-007-000,5100007000,,2025,0,3026,CS,005-100-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100007000/2025/0000,shasta,2026-07-01T05:02:42.035368,https://common2.mptsweb.com/MBC/shasta/tax/main/005100007000/2025/0000,2026-07-01T06:48:55.970694,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
005-100-008-000,5100008000,4041 FORT PECK ST,2025,0,3026,CS,005-100-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100008000/2025/0000,shasta,2026-07-01T05:02:42.035368,https://common2.mptsweb.com/MBC/shasta/tax/main/005100008000/2025/0000,2026-07-01T06:48:56.665942,PAID,$503.81,$503.81,$0.00,PAID,$503.81,$503.81,$0.00,"$1,007.62","$1,007.62",$0.00,False,,COLD,0.92
005-100-009-000,5100009000,1740 LASSEN AVE,2025,0,3026,CS,005-100-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100009000/2025/0000,shasta,2026-07-01T05:02:42.035368,https://common2.mptsweb.com/MBC/shasta/tax/main/005100009000/2025/0000,2026-07-01T06:48:57.292131,PAID,$542.55,$542.55,$0.00,PAID,$542.55,$542.55,$0.00,"$1,085.10","$1,085.10",$0.00,False,,COLD,0.92
005-100-011-000,5100011000,4054 MEADE ST,2025,0,3026,CS,005-100-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100011000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100011000/2025/0000,2026-07-01T06:48:57.995131,PAID,"$1,019.68","$1,019.68",$0.00,PAID,"$1,019.68","$1,019.68",$0.00,"$2,039.36","$2,039.36",$0.00,False,,COLD,0.92
005-100-012-000,5100012000,4064 MEADE ST,2025,0,3026,CS,005-100-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100012000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100012000/2025/0000,2026-07-01T06:48:58.609638,PAID,$605.91,$605.91,$0.00,PAID,$605.91,$605.91,$0.00,"$1,211.82","$1,211.82",$0.00,False,,COLD,0.92
005-100-014-000,5100014000,1704 SAN GORGONIO AVE,2025,0,3026,CS,005-100-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100014000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100014000/2025/0000,2026-07-01T06:48:59.518348,PAID,$233.79,$233.79,$0.00,PAID,$233.79,$233.79,$0.00,$467.58,$467.58,$0.00,False,,COLD,0.92
005-100-015-000,5100015000,1712 SAN GORGONIO AVE,2025,0,3026,CS,005-100-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100015000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100015000/2025/0000,2026-07-01T06:49:00.174420,PAID,$724.51,$724.51,$0.00,PAID,$724.51,$724.51,$0.00,"$1,449.02","$1,449.02",$0.00,False,,COLD,0.92
005-100-016-000,5100016000,1707 SAN GORGONIO AVE,2025,0,3026,CS,005-100-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100016000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100016000/2025/0000,2026-07-01T06:49:00.843997,PAID,"$1,473.32","$1,473.32",$0.00,PAID,"$1,473.32","$1,473.32",$0.00,"$2,946.64","$2,946.64",$0.00,False,,COLD,0.92
005-100-017-000,5100017000,4128 MEADE ST,2025,0,3026,CS,005-100-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100017000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100017000/2025/0000,2026-07-01T06:49:01.485683,PAID,"$1,532.87","$1,532.87",$0.00,PAID,"$1,532.87","$1,532.87",$0.00,"$3,065.74","$3,065.74",$0.00,False,,COLD,0.92
800-014-176-000,800014176000,4128 MEADE ST,2025,0,3026,CU,005-100-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800014176000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/800014176000/2025/0000,2026-07-01T06:49:02.207014,LATE,$140.28,$0.00,$140.28,Delinquent,$0.00,$0.00,$0.00,$140.28,$0.00,$140.28,True,,HOT,0.85
005-100-018-000,5100018000,4134 MEADE ST,2025,0,3026,CS,005-100-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100018000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100018000/2025/0000,2026-07-01T06:49:03.064823,PAID,$575.51,$575.51,$0.00,PAID,$667.06,$667.06,$0.00,"$1,242.57","$1,242.57",$0.00,False,,COLD,0.92
005-100-019-000,5100019000,4140 MEADE ST,2025,0,3026,CS,005-100-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100019000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100019000/2025/0000,2026-07-01T06:49:03.727629,PAID,$592.99,$592.99,$0.00,PAID,$592.99,$592.99,$0.00,"$1,185.98","$1,185.98",$0.00,False,,COLD,0.92
005-100-020-000,5100020000,4152 MEADE ST,2025,0,3026,CS,005-100-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100020000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100020000/2025/0000,2026-07-01T06:49:04.377011,PAID,"$1,400.21","$1,400.21",$0.00,PAID,"$1,400.21","$1,400.21",$0.00,"$2,800.42","$2,800.42",$0.00,False,,COLD,0.92
005-100-021-000,5100021000,4166 MEADE ST,2025,0,3026,CS,005-100-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100021000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100021000/2025/0000,2026-07-01T06:49:05.053779,PAID,$552.71,$552.71,$0.00,PAID,$552.71,$552.71,$0.00,"$1,105.42","$1,105.42",$0.00,False,,COLD,0.92
005-100-022-000,5100022000,4170 MEADE ST,2025,0,3026,CS,005-100-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100022000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100022000/2025/0000,2026-07-01T06:49:05.693037,PAID,"$1,201.32","$1,201.32",$0.00,PAID,"$1,201.32","$1,201.32",$0.00,"$2,402.64","$2,402.64",$0.00,False,,COLD,0.92
005-100-023-000,5100023000,1740 MONTANA AVE,2025,0,3026,CS,005-100-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100023000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100023000/2025/0000,2026-07-01T06:49:06.361246,PAID,$521.20,$521.20,$0.00,PAID,$521.20,$521.20,$0.00,"$1,042.40","$1,042.40",$0.00,False,,COLD,0.92
005-100-024-000,5100024000,4159 FORT PECK ST,2025,0,3026,CS,005-100-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100024000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100024000/2025/0000,2026-07-01T06:49:07.049114,PAID,"$1,063.06","$1,063.06",$0.00,PAID,"$1,063.06","$1,063.06",$0.00,"$2,126.12","$2,126.12",$0.00,False,,COLD,0.92
005-100-025-000,5100025000,4151 FORT PECK ST,2025,0,3026,CS,005-100-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100025000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100025000/2025/0000,2026-07-01T06:49:07.741513,PAID,"$1,581.08","$1,581.08",$0.00,PAID,"$1,581.08","$1,581.08",$0.00,"$3,162.16","$3,162.16",$0.00,False,,COLD,0.92
005-100-026-000,5100026000,4147 FORT PECK ST,2025,0,3026,CS,005-100-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100026000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100026000/2025/0000,2026-07-01T06:49:08.411361,PAID,"$1,531.61","$1,531.61",$0.00,PAID,"$1,531.61","$1,531.61",$0.00,"$3,063.22","$3,063.22",$0.00,False,,COLD,0.92
800-010-602-000,800010602000,4147 FORT PECK ST,2025,0,3026,DU,005-100-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800010602000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/800010602000/2025/0000,2026-07-01T06:49:09.140062,,,,,,,,,,,,False,,COLD,0.92
005-100-027-000,5100027000,4143 FORT PECK ST,2025,0,3026,CS,005-100-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100027000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100027000/2025/0000,2026-07-01T06:49:09.715563,PAID,"$1,990.25","$1,990.25",$0.00,PAID,"$1,990.25","$1,990.25",$0.00,"$3,980.50","$3,980.50",$0.00,False,,COLD,0.92
910-804-941-000,910804941000,4143 FORT PECK ST,2025,0,3026,DU,005-100-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910804941000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/910804941000/2025/0000,2026-07-01T06:49:10.388243,,,,,,,,,,,,False,,COLD,0.92
005-100-028-000,5100028000,4125 FORT PECK ST,2025,0,3026,CS,005-100-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100028000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100028000/2025/0000,2026-07-01T06:49:10.946842,PAID,$555.48,$555.48,$0.00,PAID,$555.48,$555.48,$0.00,"$1,110.96","$1,110.96",$0.00,False,,COLD,0.92
005-100-029-000,5100029000,4101 FORT PECK ST,2025,0,3026,CS,005-100-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100029000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100029000/2025/0000,2026-07-01T06:49:11.746745,PAID,$898.54,$898.54,$0.00,PAID,$898.54,$898.54,$0.00,"$1,797.08","$1,797.08",$0.00,False,,COLD,0.92
005-100-030-000,5100030000,4085 FORT PECK ST,2025,0,3026,CS,005-100-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100030000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100030000/2025/0000,2026-07-01T06:49:12.414648,PAID,$641.28,$641.28,$0.00,PAID,$641.28,$641.28,$0.00,"$1,282.56","$1,282.56",$0.00,False,,COLD,0.92
005-100-031-000,5100031000,4081 FORT PECK ST,2025,0,3026,CS,005-100-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100031000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100031000/2025/0000,2026-07-01T06:49:13.089673,PAID,"$1,747.96","$1,747.96",$0.00,PAID,"$1,747.96","$1,747.96",$0.00,"$3,495.92","$3,495.92",$0.00,False,,COLD,0.92
005-100-033-000,5100033000,4069 FORT PECK ST,2025,0,3026,CS,005-100-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100033000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100033000/2025/0000,2026-07-01T06:49:13.813216,PAID,"$1,349.36","$1,349.36",$0.00,PAID,"$1,349.36","$1,349.36",$0.00,"$2,698.72","$2,698.72",$0.00,False,,COLD,0.92
005-100-034-000,5100034000,4065 FORT PECK ST,2025,0,3026,CS,005-100-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100034000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100034000/2025/0000,2026-07-01T06:49:14.575348,PAID,$488.92,$488.92,$0.00,PAID,$488.92,$488.92,$0.00,$977.84,$977.84,$0.00,False,,COLD,0.92
005-100-036-000,5100036000,,2025,0,3026,CS,005-100-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100036000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100036000/2025/0000,2026-07-01T06:49:15.427308,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
005-100-037-000,5100037000,,2025,0,3026,CS,005-100-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100037000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100037000/2025/0000,2026-07-01T06:49:16.142073,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
005-100-038-000,5100038000,,2025,0,3026,CS,005-100-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100038000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100038000/2025/0000,2026-07-01T06:49:16.828564,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
005-100-039-000,5100039000,1805 ASHBY RD,2025,0,3026,CS,005-100-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100039000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100039000/2025/0000,2026-07-01T06:49:17.483306,PAID,$110.43,$110.43,$0.00,PAID,$110.43,$110.43,$0.00,$220.86,$220.86,$0.00,False,,COLD,0.92
005-100-040-000,5100040000,,2025,0,3026,CS,005-100-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100040000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100040000/2025/0000,2026-07-01T06:49:18.138935,PAID,$92.94,$92.94,$0.00,PAID,$136.23,$136.23,$0.00,$229.17,$229.17,$0.00,False,,COLD,0.92
005-100-041-000,5100041000,1845 ASHBY RD,2025,0,3026,CS,005-100-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100041000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100041000/2025/0000,2026-07-01T06:49:18.808561,PAID,$224.62,$224.62,$0.00,PAID,$281.08,$281.08,$0.00,$505.70,$505.70,$0.00,False,,COLD,0.92
005-100-042-000,5100042000,1855 ASHBY RD,2025,0,3026,CS,005-100-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100042000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100042000/2025/0000,2026-07-01T06:49:19.468841,PAID,$932.53,$932.53,$0.00,PAID,$932.53,$932.53,$0.00,"$1,865.06","$1,865.06",$0.00,False,,COLD,0.92
990-181-255-000,990181255000,1855 ASHBY RD,2025,0,3026,SS,005-100-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990181255000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/990181255000/2025/0000,2026-07-01T06:49:20.120770,,,,,,,,,,,,False,,COLD,0.92
991-181-255-000,991181255000,1855 ASHBY RD,2025,0,3026,SS,005-100-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991181255000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/991181255000/2025/0000,2026-07-01T06:49:20.737413,PAID,$141.08,$141.08,$0.00,PAID,$128.26,$128.26,$0.00,$269.34,$269.34,$0.00,False,,COLD,0.92
005-100-043-000,5100043000,4036 FORT PECK ST,2025,0,3026,CS,005-100-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100043000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100043000/2025/0000,2026-07-01T06:49:21.473715,PAID,$322.20,$322.20,$0.00,PAID,$322.20,$322.20,$0.00,$644.40,$644.40,$0.00,False,,COLD,0.92
005-100-044-000,5100044000,4040 FORT PECK ST,2025,0,3026,CS,005-100-044-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100044000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100044000/2025/0000,2026-07-01T06:49:22.133676,PAID,$642.22,$642.22,$0.00,PAID,$583.84,$583.84,$0.00,"$1,226.06","$1,226.06",$0.00,False,,COLD,0.92
005-100-045-000,5100045000,4050 FORT PECK ST,2025,0,3026,CS,005-100-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100045000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100045000/2025/0000,2026-07-01T06:49:22.863954,PAID,$235.84,$235.84,$0.00,PAID,$235.84,$235.84,$0.00,$471.68,$471.68,$0.00,False,,COLD,0.92
005-100-046-000,5100046000,4052 FORT PECK ST,2025,0,3026,CS,005-100-046-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100046000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100046000/2025/0000,2026-07-01T06:49:23.541162,PAID,"$1,252.79","$1,252.79",$0.00,PAID,"$1,412.06","$1,412.06",$0.00,"$2,664.85","$2,664.85",$0.00,False,,COLD,0.92
005-100-047-000,5100047000,4060 FORT PECK ST,2025,0,3026,CS,005-100-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100047000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100047000/2025/0000,2026-07-01T06:49:24.277126,PAID,$773.20,$773.20,$0.00,PAID,$773.20,$773.20,$0.00,"$1,546.40","$1,546.40",$0.00,False,,COLD,0.92
005-100-048-000,5100048000,4066 FORT PECK ST,2025,0,3026,CS,005-100-048-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100048000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100048000/2025/0000,2026-07-01T06:49:24.922552,PAID,$509.56,$509.56,$0.00,PAID,$509.56,$509.56,$0.00,"$1,019.12","$1,019.12",$0.00,False,,COLD,0.92
990-181-560-000,990181560000,4066 FORT PECK ST,2025,0,3026,SS,005-100-048-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990181560000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/990181560000/2025/0000,2026-07-01T06:49:25.699457,,,,,,,,,,,,False,,COLD,0.92
991-181-560-000,991181560000,4066 FORT PECK ST,2025,0,3026,SS,005-100-048-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991181560000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/991181560000/2025/0000,2026-07-01T06:49:26.266376,PAID,"$1,165.76","$1,165.76",$0.00,PAID,"$1,059.79","$1,059.79",$0.00,"$2,225.55","$2,225.55",$0.00,False,,COLD,0.92
005-100-049-000,5100049000,4072 FORT PECK ST,2025,0,3026,CS,005-100-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100049000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100049000/2025/0000,2026-07-01T06:49:26.933984,PAID,"$1,871.72","$1,871.72",$0.00,PAID,"$1,871.72","$1,871.72",$0.00,"$3,743.44","$3,743.44",$0.00,False,,COLD,0.92
005-100-050-000,5100050000,4076 FORT PECK ST,2025,0,3026,CS,005-100-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100050000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100050000/2025/0000,2026-07-01T06:49:27.652822,PAID,$447.58,$447.58,$0.00,PAID,$447.58,$447.58,$0.00,$895.16,$895.16,$0.00,False,,COLD,0.92
005-100-051-000,5100051000,4080 FORT PECK ST,2025,0,3026,CS,005-100-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100051000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100051000/2025/0000,2026-07-01T06:49:28.316454,PAID,"$1,155.30","$1,155.30",$0.00,PAID,"$1,155.30","$1,155.30",$0.00,"$2,310.60","$2,310.60",$0.00,False,,COLD,0.92
005-100-052-000,5100052000,4084 FORT PECK ST,2025,0,3026,CS,005-100-052-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100052000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100052000/2025/0000,2026-07-01T06:49:28.964642,PAID,$977.85,$977.85,$0.00,PAID,$977.85,$977.85,$0.00,"$1,955.70","$1,955.70",$0.00,False,,COLD,0.92
005-100-053-000,5100053000,4100 FORT PECK ST,2025,0,3026,CS,005-100-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100053000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100053000/2025/0000,2026-07-01T06:49:29.657555,PAID,"$1,689.88","$1,689.88",$0.00,PAID,"$1,689.88","$1,689.88",$0.00,"$3,379.76","$3,379.76",$0.00,False,,COLD,0.92
990-183-900-000,990183900000,4100 FORT PECK ST,2025,0,3026,SS,005-100-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990183900000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/990183900000/2025/0000,2026-07-01T06:49:30.327432,DUE,$56.64,$0.00,$56.64,DUE,$56.64,$0.00,$56.64,$113.28,$0.00,$113.28,False,,WARM,0.6
005-100-054-000,5100054000,4112 FORT PECK ST,2025,0,3026,CS,005-100-054-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100054000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100054000/2025/0000,2026-07-01T06:49:31.010687,PAID,"$1,252.79","$1,252.79",$0.00,PAID,"$1,252.79","$1,252.79",$0.00,"$2,505.58","$2,505.58",$0.00,False,,COLD,0.92
005-100-055-000,5100055000,4124 FORT PECK ST,2025,0,3026,CS,005-100-055-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100055000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100055000/2025/0000,2026-07-01T06:49:31.695055,PAID,$563.58,$563.58,$0.00,PAID,$563.58,$563.58,$0.00,"$1,127.16","$1,127.16",$0.00,False,,COLD,0.92
995-064-724-000,995064724000,4124 FORT PECK ST,2025,0,3026,SS,005-100-055-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995064724000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/995064724000/2025/0000,2026-07-01T06:49:32.365234,LATE,$646.94,$0.00,$646.94,DUE,$588.13,$0.00,$588.13,"$1,235.07",$0.00,"$1,235.07",True,,HOT,0.95
005-100-056-000,5100056000,4144 FORT PECK ST,2025,0,3026,CS,005-100-056-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100056000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100056000/2025/0000,2026-07-01T06:49:33.046508,PAID,$368.07,$368.07,$0.00,PAID,$368.07,$368.07,$0.00,$736.14,$736.14,$0.00,False,,COLD,0.92
005-100-057-000,5100057000,4156 FORT PECK ST,2025,0,3026,CS,005-100-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100057000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100057000/2025/0000,2026-07-01T06:49:33.708978,PAID,"$1,223.47","$1,223.47",$0.00,PAID,"$1,223.47","$1,223.47",$0.00,"$2,446.94","$2,446.94",$0.00,False,,COLD,0.92
830-021-131-000,830021131000,4156 FORT PECK ST,2025,0,3026,CU,005-100-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830021131000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/830021131000/2025/0000,2026-07-01T06:49:34.384076,PAID,$84.18,$84.18,$0.00,Delinquent,$0.00,$0.00,$0.00,$84.18,$84.18,$0.00,True,,HOT,0.85
990-184-635-000,990184635000,4156 FORT PECK ST,2025,0,3026,SS,005-100-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990184635000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/990184635000/2025/0000,2026-07-01T06:49:35.082622,LATE,$187.92,$0.00,$187.92,DUE,$170.84,$0.00,$170.84,$358.76,$0.00,$358.76,True,,HOT,0.85
005-100-058-000,5100058000,1800 MONTANA AVE,2025,0,3026,CS,005-100-058-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100058000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100058000/2025/0000,2026-07-01T06:49:35.770546,PAID,"$1,727.38","$1,727.38",$0.00,PAID,"$1,727.38","$1,727.38",$0.00,"$3,454.76","$3,454.76",$0.00,False,,COLD,0.92
005-100-059-000,5100059000,1836 MONTANA AVE,2025,0,3026,CS,005-100-059-000,https://common2.mptsweb.com/MBC/shasta/tax/main/005100059000/2025/0000,shasta,2026-07-01T05:02:42.035888,https://common2.mptsweb.com/MBC/shasta/tax/main/005100059000/2025/0000,2026-07-01T06:49:36.453439,PAID,$648.81,$648.81,$0.00,PAID,$648.81,$648.81,$0.00,"$1,297.62","$1,297.62",$0.00,False,,COLD,0.92
