asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at,verified_url,verified_at,v_inst1_status,v_inst1_total_due,v_inst1_paid,v_inst1_balance,v_inst2_status,v_inst2_total_due,v_inst2_paid,v_inst2_balance,v_total_due,v_total_paid,v_total_balance,v_delinquent,v_fetch_error,verified_score,confidence
095-200-022-000,95200022000,32650 EMIGRANT TRL,2025,0,57014,CS,095-200-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095200022000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/095200022000/2025/0000,2026-07-01T17:37:12.792998,PAID,"$1,860.24","$1,860.24",$0.00,PAID,"$1,860.24","$1,860.24",$0.00,"$3,720.48","$3,720.48",$0.00,False,,COLD,0.92
095-200-023-000,95200023000,33629 THREE OAKS DR,2025,0,57014,CS,095-200-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095200023000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/095200023000/2025/0000,2026-07-01T17:37:13.422401,PAID,"$1,892.30","$1,892.30",$0.00,PAID,"$1,892.30","$1,892.30",$0.00,"$3,784.60","$3,784.60",$0.00,False,,COLD,0.92
830-016-359-000,830016359000,33629 THREE OAKS DR,2025,0,57014,CU,095-200-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830016359000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/830016359000/2025/0000,2026-07-01T17:37:14.246862,PAID,$63.54,$63.54,$0.00,Delinquent,$0.00,$0.00,$0.00,$63.54,$63.54,$0.00,True,,HOT,0.85
830-020-157-000,830020157000,33629 THREE OAKS DR,2025,0,57014,CU,095-200-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830020157000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/830020157000/2025/0000,2026-07-01T17:37:14.878659,PAID,$88.88,$88.88,$0.00,Delinquent,$0.00,$0.00,$0.00,$88.88,$88.88,$0.00,True,,HOT,0.85
095-200-024-000,95200024000,32617 THREE OAKS DR,2025,0,57014,CS,095-200-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095200024000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/095200024000/2025/0000,2026-07-01T17:37:15.513749,PAID,$861.96,$861.96,$0.00,PAID,$861.96,$861.96,$0.00,"$1,723.92","$1,723.92",$0.00,False,,COLD,0.92
095-200-025-000,95200025000,- THREE OAKS DR,2025,0,57014,CS,095-200-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095200025000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/095200025000/2025/0000,2026-07-01T17:37:16.143639,PAID,$179.14,$179.14,$0.00,PAID,$179.14,$179.14,$0.00,$358.28,$358.28,$0.00,False,,COLD,0.92
095-200-026-000,95200026000,32602 THREE OAKS DR,2025,0,57014,CS,095-200-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095200026000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/095200026000/2025/0000,2026-07-01T17:37:16.787210,PAID,"$2,672.33","$2,672.33",$0.00,PAID,"$2,672.33","$2,672.33",$0.00,"$5,344.66","$5,344.66",$0.00,False,,COLD,0.92
095-200-027-000,95200027000,,2025,0,57014,CS,095-200-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095200027000/2025/0000,shasta,2026-07-01T05:24:33.401854,https://common2.mptsweb.com/MBC/shasta/tax/main/095200027000/2025/0000,2026-07-01T17:37:17.433036,PAID,$202.39,$202.39,$0.00,PAID,$202.39,$202.39,$0.00,$404.78,$404.78,$0.00,False,,COLD,0.92
095-250-001-000,95250001000,32823 SPEARGRASS CT,2025,0,57002,CS,095-250-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250001000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250001000/2025/0000,2026-07-01T17:37:18.065087,PAID,"$3,003.79","$3,003.79",$0.00,PAID,"$3,003.79","$3,003.79",$0.00,"$6,007.58","$6,007.58",$0.00,False,,COLD,0.92
800-013-154-000,800013154000,32823 SPEARGRASS CT,2025,0,57002,CU,095-250-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013154000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/800013154000/2025/0000,2026-07-01T17:37:18.918418,PAID,$164.74,$164.74,$0.00,Delinquent,$0.00,$0.00,$0.00,$164.74,$164.74,$0.00,True,,HOT,0.85
095-250-002-000,95250002000,,2025,0,57002,CS,095-250-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250002000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250002000/2025/0000,2026-07-01T17:37:19.610730,PAID,$803.55,$803.55,$0.00,PAID,$803.55,$803.55,$0.00,"$1,607.10","$1,607.10",$0.00,False,,COLD,0.92
095-250-003-000,95250003000,,2025,0,57002,CS,095-250-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250003000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250003000/2025/0000,2026-07-01T17:37:20.244801,PAID,$805.32,$805.32,$0.00,PAID,$805.32,$805.32,$0.00,"$1,610.64","$1,610.64",$0.00,False,,COLD,0.92
095-250-004-000,95250004000,32850 SPEARGRASS CT,2025,0,57002,CS,095-250-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250004000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250004000/2025/0000,2026-07-01T17:37:20.880123,PAID,"$4,587.83","$4,587.83",$0.00,PAID,"$4,587.83","$4,587.83",$0.00,"$9,175.66","$9,175.66",$0.00,False,,COLD,0.92
800-012-681-000,800012681000,32850 SPEARGRASS CT,2025,0,57002,CU,095-250-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012681000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/800012681000/2025/0000,2026-07-01T17:37:21.800595,PAID,$121.78,$121.78,$0.00,Delinquent,$0.00,$0.00,$0.00,$121.78,$121.78,$0.00,True,,HOT,0.85
095-250-005-000,95250005000,,2025,0,57002,CS,095-250-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250005000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250005000/2025/0000,2026-07-01T17:37:22.455130,PAID,$822.64,$822.64,$0.00,PAID,$822.64,$822.64,$0.00,"$1,645.28","$1,645.28",$0.00,False,,COLD,0.92
095-250-006-000,95250006000,32850 BROOMSEDGE PL,2025,0,57002,CS,095-250-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250006000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250006000/2025/0000,2026-07-01T17:37:23.127672,PAID,$824.82,$824.82,$0.00,PAID,$824.82,$824.82,$0.00,"$1,649.64","$1,649.64",$0.00,False,,COLD,0.92
095-250-007-000,95250007000,32875 BROOMSEDGE PL,2025,0,57002,CS,095-250-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250007000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250007000/2025/0000,2026-07-01T17:37:23.763303,PAID,"$3,301.91","$3,301.91",$0.00,PAID,"$3,301.91","$3,301.91",$0.00,"$6,603.82","$6,603.82",$0.00,False,,COLD,0.92
990-179-447-000,990179447000,32875 BROOMSEDGE PL,2025,0,57002,SS,095-250-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179447000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/990179447000/2025/0000,2026-07-01T17:37:24.463539,,,,,,,,,,,,False,,COLD,0.92
095-250-008-000,95250008000,,2025,0,57002,CS,095-250-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250008000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250008000/2025/0000,2026-07-01T17:37:25.030797,PAID,$807.70,$807.70,$0.00,PAID,$807.70,$807.70,$0.00,"$1,615.40","$1,615.40",$0.00,False,,COLD,0.92
095-250-009-000,95250009000,32870 BROOMSEDGE PL,2025,0,57002,CS,095-250-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250009000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250009000/2025/0000,2026-07-01T17:37:25.687869,PAID,"$3,404.73","$3,404.73",$0.00,PAID,"$3,404.73","$3,404.73",$0.00,"$6,809.46","$6,809.46",$0.00,False,,COLD,0.92
990-179-500-000,990179500000,32870 BROOMSEDGE PL,2025,0,57002,SS,095-250-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179500000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/990179500000/2025/0000,2026-07-01T17:37:26.315860,,,,,,,,,,,,False,,COLD,0.92
095-250-010-000,95250010000,,2025,0,57002,CS,095-250-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250010000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250010000/2025/0000,2026-07-01T17:37:26.883705,PAID,$812.19,$812.19,$0.00,PAID,$812.19,$812.19,$0.00,"$1,624.38","$1,624.38",$0.00,False,,COLD,0.92
095-250-011-000,95250011000,,2025,0,57002,CS,095-250-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250011000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250011000/2025/0000,2026-07-01T17:37:27.674031,PAID,$820.65,$820.65,$0.00,PAID,$820.65,$820.65,$0.00,"$1,641.30","$1,641.30",$0.00,False,,COLD,0.92
095-250-012-000,95250012000,- BROOMSEDGE PL,2025,0,57002,CS,095-250-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250012000/2025/0000,shasta,2026-07-01T05:24:34.294757,https://common2.mptsweb.com/MBC/shasta/tax/main/095250012000/2025/0000,2026-07-01T17:37:28.354337,PAID,$802.42,$802.42,$0.00,PAID,$802.42,$802.42,$0.00,"$1,604.84","$1,604.84",$0.00,False,,COLD,0.92
990-180-501-000,990180501000,- BROOMSEDGE PL,2025,0,57002,SS,095-250-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180501000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/990180501000/2025/0000,2026-07-01T17:37:29.049827,,,,,,,,,,,,False,,COLD,0.92
991-180-501-000,991180501000,- BROOMSEDGE PL,2025,0,57002,SS,095-250-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991180501000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/991180501000/2025/0000,2026-07-01T17:37:29.614403,Delinquent,$0.00,$0.00,$0.00,Delinquent,($153.19),($153.19),$0.00,($153.19),($153.19),$0.00,True,,HOT,0.85
095-250-013-000,95250013000,32799 BROOMSEDGE PL,2025,0,57002,CS,095-250-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250013000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250013000/2025/0000,2026-07-01T17:37:30.292800,PAID,"$3,391.85","$3,391.85",$0.00,PAID,"$3,391.85","$3,391.85",$0.00,"$6,783.70","$6,783.70",$0.00,False,,COLD,0.92
990-182-691-000,990182691000,32799 BROOMSEDGE PL,2025,0,57002,SS,095-250-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990182691000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/990182691000/2025/0000,2026-07-01T17:37:30.952263,Delinquent,$0.00,$0.00,$0.00,Delinquent,($179.98),($179.98),$0.00,($179.98),($179.98),$0.00,True,,HOT,0.85
095-250-014-000,95250014000,,2025,0,57002,CS,095-250-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250014000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250014000/2025/0000,2026-07-01T17:37:31.613263,PAID,$802.42,$802.42,$0.00,PAID,$802.42,$802.42,$0.00,"$1,604.84","$1,604.84",$0.00,False,,COLD,0.92
095-250-015-000,95250015000,7860 PRINCESS PINE PL,2025,0,57002,CS,095-250-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250015000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250015000/2025/0000,2026-07-01T17:37:32.269703,PAID,"$2,984.17","$2,984.17",$0.00,PAID,"$2,984.17","$2,984.17",$0.00,"$5,968.34","$5,968.34",$0.00,False,,COLD,0.92
990-180-853-000,990180853000,7860 PRINCESS PINE PL,2025,0,57002,SS,095-250-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180853000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/990180853000/2025/0000,2026-07-01T17:37:32.932630,,,,,,,,,,,,False,,COLD,0.92
991-180-853-000,991180853000,7860 PRINCESS PINE PL,2025,0,57002,SS,095-250-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991180853000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/991180853000/2025/0000,2026-07-01T17:37:33.503493,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
095-250-016-000,95250016000,,2025,0,57002,CS,095-250-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250016000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250016000/2025/0000,2026-07-01T17:37:34.159766,PAID,$802.42,$802.42,$0.00,PAID,$802.42,$802.42,$0.00,"$1,604.84","$1,604.84",$0.00,False,,COLD,0.92
095-250-017-000,95250017000,,2025,0,57002,CS,095-250-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250017000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250017000/2025/0000,2026-07-01T17:37:34.809548,PAID,$802.42,$802.42,$0.00,PAID,$802.42,$802.42,$0.00,"$1,604.84","$1,604.84",$0.00,False,,COLD,0.92
095-250-018-000,95250018000,,2025,0,57002,CS,095-250-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250018000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250018000/2025/0000,2026-07-01T17:37:35.499361,PAID,$571.22,$571.22,$0.00,PAID,$571.22,$571.22,$0.00,"$1,142.44","$1,142.44",$0.00,False,,COLD,0.92
095-250-019-000,95250019000,,2025,0,57002,CS,095-250-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/095250019000/2025/0000,shasta,2026-07-01T05:24:34.295750,https://common2.mptsweb.com/MBC/shasta/tax/main/095250019000/2025/0000,2026-07-01T17:37:36.130651,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
096-050-001-000,96050001000,,2025,0,57014,CS,096-050-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050001000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050001000/2025/0000,2026-07-01T17:37:36.810444,PAID,$68.96,$68.96,$0.00,PAID,$68.96,$68.96,$0.00,$137.92,$137.92,$0.00,False,,COLD,0.92
096-050-002-000,96050002000,,2025,0,57014,CS,096-050-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050002000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050002000/2025/0000,2026-07-01T17:37:37.460897,PAID,$55.92,$55.92,$0.00,PAID,$55.92,$55.92,$0.00,$111.84,$111.84,$0.00,False,,COLD,0.92
096-050-005-000,96050005000,7104 ALWARD RD,2025,0,57014,CS,096-050-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050005000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050005000/2025/0000,2026-07-01T17:37:38.160141,PAID,$513.84,$513.84,$0.00,PAID,$513.84,$513.84,$0.00,"$1,027.68","$1,027.68",$0.00,False,,COLD,0.92
096-050-005-001,96050005001,7104 ALWARD RD,2025,0,57014,CS,096-050-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050005001/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050005001/2025/0000,2026-07-01T17:37:38.853443,Delinquent,$0.00,$0.00,$0.00,Delinquent,($975.92),$0.00,$0.00,($975.92),$0.00,$0.00,True,,HOT,0.85
096-050-006-000,96050006000,- ALWARD RD,2025,0,57014,CS,096-050-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050006000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050006000/2025/0000,2026-07-01T17:37:39.506284,LATE,$293.62,$0.00,$293.62,LATE,$314.62,$0.00,$314.62,$608.24,$0.00,$608.24,True,,HOT,0.95
910-802-138-000,910802138000,- ALWARD RD,2025,0,57014,DU,096-050-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910802138000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/910802138000/2025/0000,2026-07-01T17:37:40.259621,,,,,,,,,,,,False,,COLD,0.92
096-050-007-000,96050007000,7106 ALWARD RD,2025,0,57014,CS,096-050-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050007000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050007000/2025/0000,2026-07-01T17:37:40.855661,PAID,$290.61,$290.61,$0.00,PAID,$290.61,$290.61,$0.00,$581.22,$581.22,$0.00,False,,COLD,0.92
096-050-008-000,96050008000,7088 ALWARD RD,2025,0,57014,CS,096-050-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050008000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050008000/2025/0000,2026-07-01T17:37:41.560995,PAID,$611.88,$611.88,$0.00,PAID,$611.88,$611.88,$0.00,"$1,223.76","$1,223.76",$0.00,False,,COLD,0.92
096-050-009-000,96050009000,7066 ALWARD RD,2025,0,57014,CS,096-050-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050009000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050009000/2025/0000,2026-07-01T17:37:42.197254,PAID,$928.38,$928.38,$0.00,PAID,$928.38,$928.38,$0.00,"$1,856.76","$1,856.76",$0.00,False,,COLD,0.92
096-050-010-000,96050010000,7056 ALWARD RD,2025,0,57014,CS,096-050-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050010000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050010000/2025/0000,2026-07-01T17:37:42.858236,PAID,$439.92,$439.92,$0.00,PAID,$439.92,$439.92,$0.00,$879.84,$879.84,$0.00,False,,COLD,0.92
910-806-794-000,910806794000,7056 ALWARD RD,2025,0,57014,CS,096-050-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910806794000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/910806794000/2025/0000,2026-07-01T17:37:43.569979,PAID,$28.34,$28.34,$0.00,PAID,$28.34,$28.34,$0.00,$56.68,$56.68,$0.00,False,,COLD,0.92
096-050-011-000,96050011000,7070 ALWARD RD,2025,0,57014,CS,096-050-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050011000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050011000/2025/0000,2026-07-01T17:37:44.246283,PAID,$856.11,$856.11,$0.00,PAID,$856.11,$856.11,$0.00,"$1,712.22","$1,712.22",$0.00,False,,COLD,0.92
096-050-013-000,96050013000,31791 HIGHWAY 44,2025,0,57014,CS,096-050-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050013000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050013000/2025/0000,2026-07-01T17:37:44.937730,PAID,$693.42,$693.42,$0.00,PAID,$693.42,$693.42,$0.00,"$1,386.84","$1,386.84",$0.00,False,,COLD,0.92
800-013-951-000,800013951000,31853 HIGHWAY 44,2025,0,57014,CU,096-050-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013951000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/800013951000/2025/0000,2026-07-01T17:37:45.596793,PAID,$31.28,$31.28,$0.00,Delinquent,$0.00,$0.00,$0.00,$31.28,$31.28,$0.00,True,,HOT,0.85
830-019-189-000,830019189000,31791 HIGHWAY 44,2025,0,57014,CU,096-050-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830019189000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/830019189000/2025/0000,2026-07-01T17:37:46.285849,PAID,$173.52,$173.52,$0.00,Delinquent,$0.00,$0.00,$0.00,$173.52,$173.52,$0.00,True,,HOT,0.85
096-050-014-000,96050014000,31825 HIGHWAY 44,2025,0,57014,CS,096-050-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050014000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050014000/2025/0000,2026-07-01T17:37:47.051502,PAID,"$1,491.15","$1,491.15",$0.00,PAID,"$1,491.15","$1,491.15",$0.00,"$2,982.30","$2,982.30",$0.00,False,,COLD,0.92
990-146-094-000,990146094000,31825 HIGHWAY 44,2025,0,57014,DU,096-050-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990146094000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/990146094000/2025/0000,2026-07-01T17:37:47.737122,,,,,,,,,,,,False,,COLD,0.92
096-050-015-000,96050015000,7141 BRUSH CREEK LN,2025,0,57014,CS,096-050-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050015000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050015000/2025/0000,2026-07-01T17:37:48.346829,PAID,$502.51,$502.51,$0.00,PAID,$502.51,$502.51,$0.00,"$1,005.02","$1,005.02",$0.00,False,,COLD,0.92
096-050-016-000,96050016000,7103 BRUSH CREEK RD,2025,0,57014,CS,096-050-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050016000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050016000/2025/0000,2026-07-01T17:37:49.150562,PAID,"$1,376.09","$1,376.09",$0.00,PAID,"$1,376.09","$1,376.09",$0.00,"$2,752.18","$2,752.18",$0.00,False,,COLD,0.92
096-050-019-000,96050019000,,2025,0,57014,CS,096-050-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050019000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050019000/2025/0000,2026-07-01T17:37:49.825130,PAID,$90.07,$90.07,$0.00,PAID,$90.07,$90.07,$0.00,$180.14,$180.14,$0.00,False,,COLD,0.92
096-050-021-000,96050021000,,2025,0,57014,CS,096-050-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050021000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050021000/2025/0000,2026-07-01T17:37:50.529549,PAID,$39.66,$39.66,$0.00,PAID,$39.66,$39.66,$0.00,$79.32,$79.32,$0.00,False,,COLD,0.92
096-050-023-000,96050023000,,2025,0,57014,CS,096-050-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050023000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050023000/2025/0000,2026-07-01T17:37:51.226248,PAID,$39.66,$39.66,$0.00,PAID,$39.66,$39.66,$0.00,$79.32,$79.32,$0.00,False,,COLD,0.92
096-050-026-000,96050026000,7112 ALWARD RD,2025,0,57014,CS,096-050-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096050026000/2025/0000,shasta,2026-07-01T05:24:48.615072,https://common2.mptsweb.com/MBC/shasta/tax/main/096050026000/2025/0000,2026-07-01T17:37:51.911851,PAID,"$1,706.78","$1,706.78",$0.00,PAID,"$1,706.78","$1,706.78",$0.00,"$3,413.56","$3,413.56",$0.00,False,,COLD,0.92
096-100-001-000,96100001000,32941 HIGHWAY 44,2025,0,57014,CS,096-100-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100001000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100001000/2025/0000,2026-07-01T17:37:52.653931,PAID,$842.70,$842.70,$0.00,PAID,$842.70,$842.70,$0.00,"$1,685.40","$1,685.40",$0.00,False,,COLD,0.92
096-100-002-000,96100002000,32463 HIGHWAY 44,2025,0,57014,CS,096-100-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100002000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100002000/2025/0000,2026-07-01T17:37:53.299391,PAID,$173.41,$173.41,$0.00,PAID,$173.41,$173.41,$0.00,$346.82,$346.82,$0.00,False,,COLD,0.92
096-100-003-000,96100003000,7355 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100003000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100003000/2025/0000,2026-07-01T17:37:53.932416,PAID,$709.55,$709.55,$0.00,PAID,$709.55,$709.55,$0.00,"$1,419.10","$1,419.10",$0.00,False,,COLD,0.92
096-100-004-000,96100004000,7354 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100004000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100004000/2025/0000,2026-07-01T17:37:54.565887,PAID,"$1,492.78","$1,492.78",$0.00,PAID,"$1,492.78","$1,492.78",$0.00,"$2,985.56","$2,985.56",$0.00,False,,COLD,0.92
